Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
rOph	J162625.5-242301	J16262548-2423015	16:26:25.500	-24:23:01.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 47.38]	[, 0.17]	[, 47.38]	[, 27.51]	27.51	[, ]	[, ]	--	--	#VALUE!						I		J162625.5-242301	--	--	--		--	--	--	--	--	--			J162625.5-242301	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162627.5-244154	J16262753-2441535	16:26:27.500	-24:41:54.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 9.25]	[, 0.16]	[, 9.25]	[, 5.37]	5.37	[, ]	[, ]	--	--	#VALUE!						F		J162627.5-244154	--	--	--		--	--	--	--	--	--			J162627.5-244154	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162627.8-242642	J16262780-2426418	16:26:27.800	-24:26:42.000	6.5090	0.4573	153.63	1.138	153.63	[-6.729, -23.770]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.90]	[, 0.11]	[, 1.90]	[, 1.35]	1.35	[, ]	[, ]	--	--	#VALUE!						II		J162627.8-242642	--	--	--		--	--	--	--	--	--			J162627.8-242642	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162630.4-242257	J16263046-2422571	16:26:30.400	-24:22:57.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 44.65]	[, 0.13]	[, 44.65]	[, 25.93]	25.93	[, ]	[, ]	--	--	#VALUE!						F		J162630.4-242257	--	--	--		--	--	--	--	--	--			J162630.4-242257	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162633.0-240017	J16263297-2400168	16:26:33.000	-24:00:17.000	7.2528	0.0580	137.88	1.001	137.88	[-6.218, -28.252]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 3.71]	[, 0.12]	[, 3.71]	[, 2.12]	2.12	[, ]	[, ]	--	--	#VALUE!						II		J162633.0-240017	137.27	M4.5	3197		0.08912509381	-99	0.2	-99	--	--	-99	Testi+22	J162633.0-240017	3085	0.089	-98.99	0.149	-105.5	0.1525	-105.5	0.13	-105.49	0.149	-105.5	--	137.88
rOph	J162636.2-240509	J16263619-2405094	16:26:36.200	-24:05:09.000	7.2306	0.2412	138.30	1.084	138.30	[-6.731, -27.762]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.31]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162636.2-240509	135.87	M6.5	2940		0.02238721139	-99	0.07	-99	--	--	-99	Testi+22	J162636.2-240509	2815	0.023	-98.98	0.049	-105.2	nan	nan	nan	nan	0.049	-105.2	--	138.3
rOph	J162636.8-241552	J16263682-2415518	16:26:36.800	-24:15:52.000	7.3212	0.1385	136.59	1.301	136.59	[-5.520, -27.068]	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 15.24]	[, 0.23]	[, 15.24]	[, 8.55]	8.55	[, ]	[, ]	--	--	#VALUE!						F		J162636.8-241552	136.11	M0	3850		0.3757509333	-2.507017635	0.59	-9.548267961	--	--	1	Testi+22	J162636.8-241552	3900	0.378	-2.503	0.631	-9.574	0.64	-9.58	0.63	-9.57	0.631	-9.574	<	136.59
rOph	J162637.1-241560 b	J16263713-2415599	16:26:37.100	-24:16:00.000	7.3466	0.1027	136.12	0.912	136.12	[-6.034, -26.883]	b	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 8.89]	[, 0.12]	[, 8.89]	[, 4.95]	4.95	[, ]	[, ]	--	--	#VALUE!						b		J162637.1-241560	133.81	M5	3125		0.0954992586	-99	0.17	-99	--	--	-99	Testi+22	J162637.1-241560 b	2980	0.098	-98.98	0.124	-105.4	0.12	-105.3	0.11	-105.34	0.124	-105.4	--	136.12
rOph	J162637.1-241560	J16263713-2415599	16:26:37.100	-24:16:00.000	7.3466	0.1027	136.12	0.912	136.12	[-6.034, -26.883]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.48]	[, 0.12]	[, 0.48]	[, 0.27]	0.27	[, ]	[, ]	--	--	#VALUE!						II		J162637.1-241560	133.81	M5	3125		0.0954992586	-99	0.17	-99	--	--	-99	Testi+22	J162637.1-241560	2980	0.098	-98.98	0.124	-105.4	0.12	-105.3	0.11	-105.34	0.124	-105.4	--	136.12
rOph	J162637.8-242301	J16263778-2423007	16:26:37.800	-24:23:01.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 8.20]	[, 0.13]	[, 8.20]	[, 4.76]	4.76	[, ]	[, ]	--	--	#VALUE!						F		J162637.8-242301	--	--	--		--	--	--	--	--	--			J162637.8-242301	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162637.8-243903	J16263780-2439031	16:26:37.800	-24:39:03.000	6.3229	0.8988	158.16	1.141	158.16	[-4.976, -26.809]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.63]	[, 0.12]	[, 0.63]	[, 0.47]	0.47	[, ]	[, ]	--	--	#VALUE!						II		J162637.8-243903	139.4	M5.5	3060		0.01862087137	-99	0.11	-99	--	--	-99	Testi+22	J162637.8-243903	2920	0.023	-98.89	0.071	-105.3	nan	nan	0.09	-105.46	0.071	-105.3	--	158.16
rOph	J162640.5-242714	J16264046-2427144	16:26:40.500	-24:27:14.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 97.54]	[, 0.47]	[, 97.54]	[, 56.64]	56.64	[, ]	[, ]	--	--	#VALUE!						I		J162640.5-242714	--	--	--		--	--	--	--	--	--			J162640.5-242714	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162640.8-243051	J16264083-2430509	16:26:40.800	-24:30:51.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 3.65]	[, 0.12]	[, 3.65]	[, 2.12]	2.12	[, ]	[, ]	--	--	#VALUE!						II		J162640.8-243051	139.4	M5.75	3025		0.0301995172	-99	0.11	-99	--	--	-99	Testi+22	J162640.8-243051	2890	0.03	-99	0.066	-105.3	nan	nan	nan	nan	0.066	-105.3	--	139.4
rOph	J162641.2-244018	J16264125-2440179	16:26:41.200	-24:40:18.000	7.1201	0.2227	140.45	4.575	139	[-5.194, -27.174]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 0.03]	[, 0.17]	[, <0.51]	[, <0.30]	<0.30	[, ]	[, ]	--	--	#VALUE!						II		J162641.2-244018	167.72	M4.5	3197		0.512861384	-2.24	0.28	-8.68	--	--	1	Testi+22	J162641.2-244018	3085	0.352	-2.403	nan	nan	0.2075	-8.802	nan	nan	0.2075	-8.802	<	139.4
rOph	J162642.1-243103	J16264214-2431029	16:26:42.100	-24:31:03.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 9.60]	[, 0.18]	[, 9.60]	[, 5.57]	5.57	[, ]	[, ]	--	--	#VALUE!						F		J162642.1-243103	--	--	--		--	--	--	--	--	--			J162642.1-243103	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162642.9-242030 b	J16264285-2420299	16:26:42.900	-24:20:30.000	7.2781	0.0742	137.40	0.968	137.40	[-6.197, -25.161]	b	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.58]	[, 0.19]	[, 2.58]	[, 1.46]	1.46	[, ]	[, ]	--	--	#VALUE!						b		J162642.9-242030	136.74	K7	4060		2.511886432	-1.11	0.87	-7.88	--	--	0	Testi+22	J162642.9-242030 b	4020	2.536	-1.105	nan	nan	0.705	-7.837	nan	nan	0.705	-7.837	--	137.4
rOph	J162642.9-242030	J16264285-2420299	16:26:42.900	-24:20:30.000	7.2781	0.0742	137.40	0.968	137.40	[-6.197, -25.161]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 13.71]	[, 0.18]	[, 13.71]	[, 7.78]	7.78	[, ]	[, ]	--	--	#VALUE!						II		J162642.9-242030	136.74	K7	4060		2.511886432	-1.11	0.87	-7.88	--	--	0	Testi+22	J162642.9-242030	4020	2.536	-1.105	nan	nan	0.705	-7.837	nan	nan	0.705	-7.837	--	137.4
rOph	J162645.0-242308	J16264502-2423077	16:26:45.000	-24:23:08.000	9.0853	0.8505	110.07	1.086	110.07	[-7.954, -28.295]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 312.57]	[, 0.42]	[, 312.57]	[, 113.81]	113.81	[, ]	[, ]	--	1.19	130.9833						II		J162645.0-242308	139.4	K8	3989		1.513561248	-0.36	0.63	-7.14	--	--	0	Testi+22	J162645.0-242308	3900	0.943	-0.565	0.557	-7.383	0.605	-7.419	0.51	-7.34	0.557	-7.383	--	110.07
rOph	J162646.4-241160	J16264643-2412000	16:26:46.400	-24:12:00.000	7.4979	0.5052	133.37	15.485	139	[-0.075, -22.895]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 7.46]	[, 0.13]	[, 7.46]	[, 4.33]	4.33	[, ]	[, ]	--	--	#VALUE!						II		J162646.4-241160	109.54	K0	5250		3.630780548	-1.42	1.75	-8.69	--	--	0	Testi+22	J162646.4-241160	4870	5.846	-1.213	nan	nan	2.18	-8.42	1.56	-8.27	1.56	-8.27	--	139.4
rOph	J162648.5-242839	J16264848-2428389	16:26:48.500	-24:28:39.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 52.54]	[, 0.13]	[, 52.54]	[, 30.51]	30.51	[, ]	[, ]	--	--	#VALUE!						F		J162648.5-242839	--	--	--		--	--	--	--	--	--			J162648.5-242839	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162648.5-242839 b	J16264848-2428389	16:26:48.500	-24:28:39.000	--	--	--	--	139	--	b	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.32]	[, 0.27]	[, 2.32]	[, 1.35]	1.35	[, ]	[, ]	--	--	#VALUE!						b		J162648.5-242839	--	--	--		--	--	--	--	--	--			J162648.5-242839 b	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162648.6-235634	J16264864-2356341	16:26:48.600	-23:56:34.000	7.2100	0.0263	138.70	1.100	138.70	[-6.382, -27.782]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.81]	[, 0.13]	[, 2.81]	[, 1.62]	1.62	[, ]	[, ]	--	--	#VALUE!						II		J162648.6-235634	137.36	K5.5	4276		1.047128548	-99	0.92	-99	--	--	-99	Testi+22	J162648.6-235634	4162	1.067	-98.99	0.783	-105.9	0.875	-106	0.7	-105.94	0.7	-105.94	--	138.7
rOph	J162649.0-243825	J16264897-2438252	16:26:49.000	-24:38:25.000	7.5468	0.4144	132.51	1.045	132.51	[-4.845, -25.296]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 21.76]	[, 0.36]	[, 21.76]	[, 11.48]	11.48	[, ]	[, ]	--	0.13	17.2263						II		J162649.0-243825	132.57	M3	3415		0.2570395783	-0.52	0.29	-7.23	--	--	0	Testi+22	J162649.0-243825	3410	0.256	-0.52	0.292	-7.224	0.3149	-7.256	0.3	-7.24	0.292	-7.224	--	132.51
rOph	J162652.0-243039	J16265197-2430394	16:26:52.000	-24:30:39.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 10.33]	[, 0.34]	[, 10.33]	[, 6.00]	6	[, ]	[, ]	--	--	#VALUE!						F		J162652.0-243039	--	--	--		--	--	--	--	--	--			J162652.0-243039	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162653.5-243236	J16265346-2432362	16:26:53.500	-24:32:36.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.63]	[, 0.17]	[, 2.63]	[, 1.53]	1.53	[, ]	[, ]	--	--	#VALUE!						F		J162653.5-243236	--	--	--		--	--	--	--	--	--			J162653.5-243236	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162654.3-242438	J16265429-2424381	16:26:54.300	-24:24:38.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.45]	[, 0.16]	[, 2.45]	[, 1.42]	1.42	[, ]	[, ]	--	--	#VALUE!						F		J162654.3-242438	--	--	--		--	--	--	--	--	--			J162654.3-242438	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162654.4-242621	J16265444-2426207	16:26:54.400	-24:26:21.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.27]	[, 0.14]	[, 1.27]	[, 0.74]	0.74	[, ]	[, ]	--	--	#VALUE!						II		J162654.4-242621	139.4	M0	3850		0.8511380382	-2.11	0.53	-8.94	--	--	1	Testi+22	J162654.4-242621	3900	0.846	-2.112	0.557	-8.954	0.61	-8.993	0.52	-8.92	0.557	-8.954	<	139.4
rOph	J162654.8-242702	J16265477-2427022	16:26:54.800	-24:27:02.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.20]	[, 0.13]	[, 1.20]	[, 0.70]	0.7	[, ]	[, ]	--	--	#VALUE!						F		J162654.8-242702	--	--	--		--	--	--	--	--	--			J162654.8-242702	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162656.3-244120	J16265636-2441204	16:26:56.300	-24:41:20.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.08]	[, 0.13]	[, <0.39]	[, <0.23]	<0.23	[, ]	[, ]	--	--	#VALUE!						II		J162656.3-244120	139.4	L3	1810		0.0005754399373	-99	0.006	-99	--	--	-99	Testi+22	J162656.3-244120	2520	0	-99	nan	nan	nan	nan	nan	nan	nan	nan	--	139.4
rOph	J162656.8-241351	J16265677-2413515	16:26:56.800	-24:13:51.000	7.3251	0.1653	136.52	0.929	136.52	[-10.047, -25.206]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 15.41]	[, 1.22]	[, 15.41]	[, 8.63]	8.63	[, ]	[, ]	--	--	#VALUE!						II		J162656.8-241351	133.9	K7	4060		0.7762471166	-99	0.72	-99	--	--	-99	Testi+22	J162656.8-241351	4020	0.806	-98.98	0.668	-105.9	0.725	-105.9	0.62	-105.91	0.62	-105.91	--	136.52
rOph	J162657.3-243539	J16265733-2435388	16:26:57.300	-24:35:39.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.19]	[, 0.12]	[, 1.19]	[, 0.69]	0.69	[, ]	[, ]	--	--	#VALUE!						II		J162657.3-243539	139.4	M6	2990		0.5495408739	-0.95	0.19	-7.18	--	--	1	Testi+22	J162657.3-243539	2860	0.546	-0.952	nan	nan	nan	nan	nan	nan	nan	nan	<	139.4
rOph	J162658.3-243741	J16265827-2437409	16:26:58.300	-24:37:41.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 0.10]	[, 0.14]	[, <0.42]	[, <0.24]	<0.24	[, ]	[, ]	--	--	#VALUE!						F		J162658.3-243741	--	--	--		--	--	--	--	--	--			J162658.3-243741	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162658.4-242130	J16265839-2421299	16:26:58.400	-24:21:30.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.42]	[, 0.13]	[, 0.42]	[, 0.24]	0.24	[, ]	[, ]	--	--	#VALUE!						II		J162658.4-242130	139.4	M6	2990		0.004570881896	-4.25	0.08	-11.16	--	--	1	Testi+22	J162658.4-242130	2860	0.004	-4.252	0.054	-10.94	nan	nan	nan	nan	0.054	-10.94	<	139.4
rOph	J162658.4-244532	J16265843-2445318	16:26:58.400	-24:45:32.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 180.30]	[, 0.43]	[, 180.30]	[, 104.69]	104.69	[, ]	[, ]	--	--	#VALUE!						II		J162658.4-244532	139.4	M0	3850		2.511886432	-0.31	0.86	-6.91	--	--	0	Testi+22	J162658.4-244532	3900	2.497	-0.312	nan	nan	0.5875	-6.942	nan	nan	0.5875	-6.942	--	139.4
rOph	J162658.6-241835	J16265863-2418346	16:26:58.600	-24:18:35.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 3.98]	[, 0.12]	[, 3.98]	[, 2.31]	2.31	[, ]	[, ]	--	--	#VALUE!						II		J162658.6-241835	139.4	M4.5	3197		0.1230268771	-2.03	0.2	-8.69	--	--	0	Testi+22	J162658.6-241835	3085	0.122	-2.032	0.152	-8.527	0.1675	-8.568	0.14	-8.48	0.152	-8.527	--	139.4
rOph	J162658.6-242455	J16265867-2424555	16:26:58.600	-24:24:55.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.18]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162658.6-242455	--	--	--		--	--	--	--	--	--			J162658.6-242455	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162659.0-243557	J16265904-2435568	16:26:59.000	-24:35:57.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.11]	[, 0.11]	[, <0.33]	[, <0.19]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J162659.0-243557	139.4	M4	3270		0.2630267992	-2.09	0.22	-8.64	--	--	1	Testi+22	J162659.0-243557	3190	0.261	-2.092	0.193	-8.555	0.23	-8.63	0.19	-8.56	0.193	-8.555	<	139.4
rOph	J162703.0-242615	J16270300-2426146	16:27:03.000	-24:26:15.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 21.73]	[, 0.26]	[, 21.73]	[, 12.62]	12.62	[, ]	[, ]	--	--	#VALUE!						F		J162703.0-242615	--	--	--		--	--	--	--	--	--			J162703.0-242615	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162703.6-242005	J16270359-2420054	16:27:03.600	-24:20:05.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 35.49]	[, 0.22]	[, 35.49]	[, 20.61]	20.61	[, ]	[, ]	--	--	#VALUE!						F		J162703.6-242005	--	--	--		--	--	--	--	--	--			J162703.6-242005	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162704.1-242830	J16270410-2428299	16:27:04.100	-24:28:30.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 14.30]	[, 0.23]	[, 14.30]	[, 8.30]	8.3	[, ]	[, ]	--	--	#VALUE!						F		J162704.1-242830	--	--	--		--	--	--	--	--	--			J162704.1-242830	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162704.6-242716	J16270457-2427156	16:27:04.600	-24:27:16.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.03]	[, 0.15]	[, <0.45]	[, <0.26]	<0.26	[, ]	[, ]	--	--	#VALUE!						F		J162704.6-242716	--	--	--		--	--	--	--	--	--			J162704.6-242716	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162705.2-243630	J16270524-2436297	16:27:05.200	-24:36:30.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 54.85]	[, 0.54]	[, 54.85]	[, 31.85]	31.85	[, ]	[, ]	--	--	#VALUE!						I		J162705.2-243630	--	--	--		--	--	--	--	--	--			J162705.2-243630	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162705.7-244013	J16270567-2440130	16:27:05.700	-24:40:13.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.21]	[, 0.11]	[, <0.33]	[, <0.19]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J162705.7-244013	--	--	--		--	--	--	--	--	--			J162705.7-244013	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162706.0-242618	J16270597-2426185	16:27:06.000	-24:26:18.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.03]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162706.0-242618	--	--	--		--	--	--	--	--	--			J162706.0-242618	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162706.0-242836	J16270597-2428363	16:27:06.000	-24:28:36.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.16]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162706.0-242836	139.4	M4.5	3197		0.03981071706	-99	0.18	-99	--	--	-99	Testi+22	J162706.0-242836	3085	0.039	-99	0.137	-105.6	0.1299	-105.6	0.12	-105.62	0.137	-105.6	--	139.4
rOph	J162706.6-244149	J16270659-2441488	16:27:06.600	-24:41:49.000	7.0633	0.1150	141.58	1.058	141.58	[-5.706, -25.830]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.81]	[, 0.13]	[, 1.81]	[, 1.09]	1.09	[, ]	[, ]	--	--	#VALUE!						II		J162706.6-244149	142.12	M5.5	3060		0.087096359	-2.37	0.14	-8.91	--	--	0	Testi+22	J162706.6-244149	2920	0.086	-2.373	0.114	-8.773	0.1	-8.713	0.1	-8.7	0.114	-8.773	--	141.58
rOph	J162706.8-243815	J16270677-2438149	16:27:06.800	-24:38:15.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 22.19]	[, 0.37]	[, 22.19]	[, 12.88]	12.88	[, ]	[, ]	--	--	#VALUE!						I		J162706.8-243815	--	--	--		--	--	--	--	--	--			J162706.8-243815	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162709.1-241201	J16270907-2412007	16:27:09.100	-24:12:01.000	6.9613	0.1677	143.65	0.975	143.65	[-6.997, -23.684]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 3.62]	[, 0.12]	[, 3.62]	[, 2.24]	2.24	[, ]	[, ]	--	--	#VALUE!						II		J162709.1-241201	141.27	M2.5	3488		0.1905460718	-2.44	0.34	-9.3	--	--	1	Testi+22	J162709.1-241201	3485	0.197	-2.425	0.334	-9.264	0.3449	-9.277	0.36	-9.29	0.334	-9.264	<	143.65
rOph	J162709.1-243408	J16270910-2434081	16:27:09.100	-24:34:08.000	7.4296	0.4017	134.60	1.117	134.60	[-7.150, -26.495]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 40.73]	[, 0.47]	[, 40.73]	[, 22.18]	22.18	[, ]	[, ]	--	--	#VALUE!						II		J162709.1-243408	130.7	K7	4060		1.445439771	-1.27	0.67	-8.14	--	--	0	Testi+22	J162709.1-243408	4020	1.532	-1.244	0.638	-8.042	0.71	-8.088	0.55	-7.98	0.55	-7.98	--	134.6
rOph	J162709.3-244022	J16270935-2440224	16:27:09.300	-24:40:22.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 9.50]	[, 0.15]	[, 9.50]	[, 5.52]	5.52	[, ]	[, ]	--	--	#VALUE!						F		J162709.3-244022	--	--	--		--	--	--	--	--	--			J162709.3-244022	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
