,index,in_data,u,g,r,Ha,i,r.Ha.i,Rne,coherent,shape,best_filter,comment,ra,dec,ppvii_f,esplin_f,dunhmart_f,ppvii_i,esplin_i,dunhmart_i,class_duh,alpha0,Region,Source,2MASS/SSTc2d,RA,Dec,EDR3_plx,EDR3_err_plx,EDR3_dist_pc,EDR3_RUWE,EDR3_Dist_PPVII,PM_EDR3_mas,Disk,Disk_Flag,Observatory,Freq_GHz,Wavelength,Beam_arcsec,RMS_mJy/beam,Survey_Ref,Flux_mJy,eFlux_mJy,Flux_mJy_Standardized,Mdust_Mearth_Standardized,Standardized_Mdust_Mearth,Size_as,eSize_as,H20_lR68,H20_R68_arcsec,H20_R68_au_DR3,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Notes,Object,dist_xs,SpT_xs,Teff_xs,Av_xs,Lstar_xs,logLacc_xs,Mstar_B15_xs,logMacc_B15_xs,Mstar_S00_xs,logMacc_S00_xs,Notes_xs,ref_xs,Source_check,Teff_HH14,Lstar_xs_DR3,logLacc_xs_DR3,Mstar_B15_xs_DR3,logMacc_B15_xs_DR3,Mstar_S00_xs_DR3,logMacc_S00_xs_DR3,Mstar_Fei_xs_DR3,logMacc_Fei_xs_DR3,Mstar_PPVII,logMacc_PPVII,notes_Macc_PPVII,dist_PPVII,2MASS,WISE,Gaia,GP75RCrA,TS84,HBC,WMB97,CrAPMS,P98c,ISOCrA,RX,LEM2005b,FP2007,SHJ2008,GMM2009,PCB2011,OName,RAdeg,DEdeg,Ref-Pos,SpType,r_SpType,Adopt,GaiapmRA,e_GaiapmRA,GaiapmDec,e_GaiapmDec,plx,e_plx,RUWE,kin,r-med-geo,r-lo-geo,r-hi-geo,IRpmRA,e_IRpmRA,IRpmDec,e_IRpmDec,RVel,e_RVel,r_RVel,U,e_U,V,e_V,W,e_W,Gmag,e_Gmag,GBPmag,e_GBPmag,GRPmag,e_GRPmag,Jmag,e_Jmag,r_Jmag,Hmag,e_Hmag,r_Hmag,Kmag,e_Kmag,r_Kmag,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,Ak,f_Ak,radunhmart,decdunhmart,Name,alpha0dunhmart,alpha,dunham_alpha,source,source_id
377,377,True,no,no,no,no,no,no,1.0,,,,,285.13162610901395,-36.870553004033006,False,True,False,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19003158-3652136,WISEA J190031.58-365213.8,6.730840238245942e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.131619,-36.870559,Gaia,M5,1,M5,3.765,0.068,-27.063,0.055,6.324,0.071,1.47,Y,156.436,154.804,158.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.658,0.001,17.728,0.023,14.315,0.002,12.22,0.01,VHS,11.56,0.02,2MASS,11.25,0.02,2MASS,10.961,0.02,0,10.819,0.02,0,10.754,0.02,0,10.778,0.02,0,10.002,0.21,0,11.082,0.023,0,10.838,0.021,0,10.799,0.127,0,0.0,0.0,nodet,N,N,Y,N,N,0,debris/ev trans,0.0,IR spec,,,,,,,,
378,378,True,no,no,no,no,no,no,1.0,,,,,285.1386361047657,-36.734224003911045,False,True,False,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19003326-3644027,WISEA J190033.26-364403.0,6.731263202321082e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.138629,-36.73423,Gaia,M4.5,1,M4.5,5.053,0.043,-25.991,0.034,6.548,0.037,1.22,Y,151.293,150.285,152.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29,0.001,17.081,0.008,14.014,0.002,12.17,0.01,VHS,11.45,0.02,2MASS,11.17,0.02,2MASS,10.967,0.02,0,10.832,0.02,0,0.0,0.0,out,10.772,0.02,0,10.487,0.258,0,11.029,0.023,0,10.825,0.021,0,10.643,0.114,0,0.0,0.0,nodet,N,N,N,N,N,0,III,0.05,J-H,,,,,,,,
379,379,True,no,no,no,no,no,no,1.0,,,,,285.16003110703747,-36.8798870035394,False,True,False,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19003840-3652471,WISEA J190038.40-365247.4,6.730839512392307e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.160024,-36.879893,Gaia,M8,1,M8,6.295,0.861,-27.131,0.667,6.65,0.645,1.04,0,155.077,141.643,170.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.137,0.006,21.367,0.19,18.518,0.023,15.36,0.01,VHS,14.74,0.07,2MASS,14.19,0.01,VHS,13.459,0.02,0,13.023,0.02,0,12.57,0.03,0,12.135,0.02,0,9.924,0.157,0,13.681,0.028,0,13.034,0.031,0,0.0,0.0,nodet,0.0,0.0,nodet,Y,Y,Y,Y,0,0,full,0.05,IR spec,,,,,,,,
380,380,True,no,no,no,no,faint,faint,3.0,y,tail,stack,Rne?,285.1637851046744,-36.80351600347425,False,True,False,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19003930-3648121,WISEA J190039.30-364812.5,6.731215790182996e+18,0,0,0.0,0,9,R14,94.0,0,0.0,0,0.0,0.0,65.0,0,285.163778,-36.803522,Gaia,"M3,M2","1,6",M3,5.028,0.027,-27.684,0.022,6.49,0.027,1.19,Y,152.859,152.225,153.65,0.0,0.0,0.0,0.0,0.73,0.02,2.0,-2.542,0.025,-17.538,0.074,-10.436,0.05,14.44,0.002,16.013,0.008,13.227,0.003,11.32,0.02,2MASS,10.54,0.02,2MASS,10.26,0.02,2MASS,10.116,0.02,0,9.999,0.02,0,9.894,0.02,0,9.973,0.02,0,9.938,0.139,0,10.154,0.023,0,10.009,0.02,0,9.899,0.055,0,0.0,0.0,nodet,N,N,N,N,N,0,III,0.13,IR spec,,,,,,,,
381,381,True,no,visible,visible,visible,visible,visible,3.0,y,"large scale, arc",g,YSO in the center of a ring of nebulosity,285.18567810926686,-37.036452003094944,False,True,False,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19004455-3702108,WISEA J190044.55-370211.1,6.730834431450093e+18,0,0,0.0,0,0,0,98.0,0,452.0,0,0.0,0.0,0.0,0,285.185671,-37.036458,Gaia,"M3,M2.5","1,11",M3,5.478,0.04,-27.254,0.033,6.481,0.04,1.22,Y,153.181,152.261,154.061,0.0,0.0,0.0,0.0,-2.69,0.08,2.0,-5.942,0.081,-17.142,0.112,-9.569,0.084,14.926,0.001,16.73,0.01,13.646,0.003,11.57,0.02,2MASS,10.77,0.02,2MASS,10.45,0.02,2MASS,10.204,0.02,0,10.086,0.02,0,9.967,0.02,0,10.037,0.02,0,8.458,0.292,0,10.256,0.022,0,10.081,0.02,0,0.0,0.0,false/ext,0.0,0.0,false/ext,N,N,Y,N,0,0,debris/ev trans,0.2,IR spec,,,,,,,,
382,382,True,no,no,no,no,no,no,1.0,,,,,285.1971021018765,-36.796508002897376,False,True,False,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19004728-3647467,WISEA J190047.28-364747.0,6.731215858902471e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.197095,-36.796514,Gaia,M4.5,1,M4.5,5.625,0.163,-27.809,0.131,6.134,0.167,1.67,Y,162.634,158.905,166.797,7.66,4.3,-23.83,11.99,0.56,0.1,2.0,-3.03,0.148,-18.481,0.517,-11.414,0.359,15.439,0.003,16.844,0.015,13.498,0.002,11.37,0.02,2MASS,10.72,0.02,2MASS,10.39,0.02,2MASS,10.106,0.02,0,10.039,0.02,0,9.937,0.02,0,9.991,0.02,0,9.682,0.069,0,10.202,0.024,0,9.975,0.02,0,9.865,0.058,0,0.0,0.0,false,N,N,N,N,N,0,III,0.08,IR spec,,,,,,,,
383,383,True,no,no,no,no,no,no,3.0,y,,,region of nebulosity but the star is too bright and there is the mirror artifact,285.26358410377566,-37.06103000175232,False,True,False,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010325-3703392,WISEA J190103.24-370339.4,6.730822302462396e+18,l,0,0.0,0,0,R05,110.0,0,0.0,0,0.0,35.0,11.0,0,285.263577,-37.061036,Gaia,B9V,3,B9,3.42,0.044,-27.589,0.034,6.52,0.041,0.87,Y,152.711,151.52,153.614,0.0,0.0,0.0,0.0,0.9,1.3,3.0,-2.113,1.238,-17.826,0.113,-9.333,0.403,6.716,0.001,6.694,0.002,6.716,0.001,6.72,0.03,2MASS,6.78,0.03,2MASS,6.74,0.02,2MASS,9.262,0.02,0,8.925,0.02,0,6.71,0.02,0,6.431,0.02,0,3.639,0.02,0,6.701,0.183,0,6.697,0.035,0,5.626,0.014,0,3.517,0.02,bin,N,Y,Y,N,Y,Y,evolved,0.0,J-H,,,,,,,,
384,384,True,no,no,no,no,no,no,3.0,y,,,region of nebulosity but the star is too bright and there is the mirror artifact,285.2679711034461,-37.06167200167704,False,True,False,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010430-3703415,WISEA J190104.31-370341.9,6.730822302462393e+18,k,0,0.0,0,10,0,111.0,0,0.0,0,0.0,0.0,0.0,0,285.267964,-37.061678,Gaia,B9V,3,B9,6.681,0.093,-24.252,0.066,6.171,0.078,1.51,Y,160.927,158.719,163.028,0.0,0.0,0.0,0.0,12.0,0.0,3.0,7.872,0.385,-15.585,0.196,-14.578,0.217,6.415,0.002,6.406,0.006,6.394,0.005,6.33,0.02,2MASS,6.33,0.04,2MASS,6.26,0.02,2MASS,6.549,0.02,0,6.233,0.02,0,6.197,0.02,0,6.392,0.02,0,6.1,0.137,0,6.255,0.195,0,6.228,0.034,0,6.26,0.018,bl,0.0,0.0,false/unres,N,N,Y,N,N,0,debris/ev trans,0.03,J-H,,,,,,,,
385,385,True,no,no,no,no,no,no,2.0,,,,region full of artifacts,285.26922910235714,-37.02491800165544,False,True,False,,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010460-3701292,WISEA J190104.61-370129.5,6.730822985358132e+18,0,0,0.0,0,0,0,0.0,0,453.0,190104.58-370129.6,0.0,0.0,0.0,0,285.269222,-37.024924,Gaia,"M4.5,M4.5","1,13",M4.5,4.086,0.129,-28.502,0.104,6.342,0.122,1.12,Y,157.764,154.01,161.014,0.0,0.0,0.0,0.0,-0.61,0.08,2.0,-3.84,0.111,-18.781,0.375,-9.806,0.251,17.183,0.002,19.347,0.074,15.784,0.009,13.37,0.01,VHS,12.52,0.02,2MASS,12.07,0.02,2MASS,11.693,0.02,0,11.528,0.02,0,11.464,0.02,0,11.487,0.02,0,0.0,0.0,nodet,11.827,0.024,0,11.546,0.023,0,0.0,0.0,nodet,0.0,0.0,nodet,N,N,0,N,0,0,III,0.27,IR spec,,,,,,,,
386,386,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,"arc, tail","g,r,i,Ha",,285.28605309917674,-36.95591500136713,False,True,False,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.731210258265107e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,S CrA B,285.286046,-36.955921,Gaia,"K5,M0","14,15",M0,2.477,0.088,-28.079,0.082,6.786,0.074,3.72,Y,147.714,146.242,149.192,0.0,0.0,0.0,0.0,-0.3,1.7,3.0,-2.957,1.62,-17.683,0.192,-8.151,0.532,12.15,0.025,12.053,0.192,10.458,0.148,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,unres/sat,0.0,0.0,unres/sat,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0,0,0,0,0,0,0,0.0,0,,,,,,,,
387,387,True,no,no,no,no,no,no,1.0,,,,,285.2904890946075,-36.7981380012912,False,True,False,,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010971-3647528,WISEA J190109.71-364753.1,6.731212354209151e+18,f2,0,0.0,0,0,R15,118.0,1901.1-3648,0.0,0,0.0,0.0,66.0,0,285.290482,-36.798144,Gaia,"K4,mid-K","7,1",K4,3.281,0.02,-28.347,0.016,6.46,0.018,1.24,Y,154.662,154.193,155.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.149,0.002,13.155,0.007,11.153,0.004,9.6,0.02,2MASS,8.71,0.03,2MASS,8.49,0.02,2MASS,8.368,0.02,0,0.0,0.0,out,8.266,0.02,0,0.0,0.0,out,8.233,0.02,0,8.329,0.023,0,8.303,0.019,0,8.242,0.023,0,8.304,0.256,0,0,0,N,N,N,N,III,0.29,J-H,,,,,,,,
388,388,True,no,no,no,no,no,no,1.0,,,,,285.32328808270427,-36.44556800073087,False,True,False,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19011758-3626436,WISEA J190117.58-362643.9,6.731275129451844e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.323281,-36.445574,Gaia,M4.75,1,M4.75,4.811,0.05,-26.615,0.042,6.442,0.047,1.17,Y,153.899,152.864,155.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.542,0.001,17.343,0.013,14.255,0.004,12.34,0.01,VHS,11.7,0.02,2MASS,11.45,0.02,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,11.323,0.023,0,11.071,0.021,0,10.959,0.134,0,0.0,0.0,nodet/off,0,0,0,N,N,0,III,0.0,J-H,,,,,,,,
389,389,True,faint,visible,visible,visible,visible,visible,4.0,y,"filament, diffuse","g,r,i,Ha",is it due to this star?,285.33687309770914,-37.05088100049935,False,True,False,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19012083-3703027,WISEA J190120.84-370303.0,6.730822023280685e+18,0,0,0.0,0,0,0,0.0,0,4111.0,190120.86-370302.9,0.0,0.0,0.0,0,285.336866,-37.050887,Gaia,"M5.5,M4.5","1,13",M5.5,4.426,0.099,-27.409,0.084,6.963,0.091,1.05,Y,142.622,140.952,144.425,0.0,0.0,0.0,0.0,-0.04,0.21,2.0,-2.995,0.206,-16.335,0.227,-9.025,0.166,16.815,0.002,19.172,0.063,15.433,0.005,13.27,0.01,VHS,12.69,0.02,2MASS,12.4,0.02,2MASS,12.043,0.02,0,11.887,0.02,0,11.853,0.02,0,11.81,0.02,0,0.0,0.0,nodet,12.196,0.024,0,11.933,0.024,0,0.0,0.0,false/ext,0.0,0.0,false/ext,N,N,0,N,0,0,III,0.02,IR spec,,,,,,,,
390,390,True,no,no,no,no,no,no,1.0,,,,,285.3568370969526,-37.08166700015975,False,True,False,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19012562-3704535,WISEA J190125.63-370453.8,6.73082164532351e+18,0,0,0.0,0,0,0,133.0,1901.4-3704,0.0,190125.61-370453.9,102.0,0.0,67.0,0,285.35683,-37.081673,Gaia,"M5.5,M5.0","1,13",M5.5,4.313,0.08,-28.37,0.069,6.463,0.068,1.0,Y,153.24,151.543,154.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.186,0.002,18.597,0.024,14.763,0.006,12.42,0.01,VHS,11.65,0.02,2MASS,11.3,0.02,2MASS,10.997,0.02,0,10.79,0.02,0,10.757,0.02,0,10.732,0.02,0,0.0,0.0,nodet,11.082,0.023,0,10.811,0.02,0,11.6,0.366,0,0.0,0.0,nodet/ext,N,N,0,N,N,0,III,0.06,IR spec,,,,,,,,
391,391,True,no,faint,faint,visible,visible,visible,4.0,y,diffuse,"r,i,Ha",region of nebulosity,285.3632610938904,-36.98582900005063,False,True,False,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19012717-3659085,WISEA J190127.17-365908.9,6.731198266716413e+18,e2,0,0.0,185804.4-370333,0,R07a,135.0,0,0.0,190127.15-365908.6,0.0,0.0,68.0,0,285.363254,-36.985835,Gaia,"M3-M5,M3-M5,M4","17,7,1",M4,3.981,0.025,-26.354,0.02,6.593,0.023,1.28,Y,150.542,149.997,151.008,0.0,0.0,0.0,0.0,-28.9,0.06,2.0,-30.446,0.059,-16.599,0.06,-0.178,0.045,13.798,0.001,15.386,0.004,12.575,0.002,10.8,0.02,2MASS,10.11,0.02,2MASS,9.88,0.02,2MASS,9.641,0.02,0,9.577,0.02,0,9.486,0.02,0,9.562,0.02,0,8.472,0.08,0,9.699,0.023,0,9.51,0.02,0,0.0,0.0,false/unres,0.0,0.0,false/unres,N,N,Y,N,0,0,debris/ev trans,0.07,J-H,,,,,,,,
392,392,True,no,faint,faint,visible,visible,visible,5.0,y,diffuse,"r,i,Ha",region of nebulosity,285.3697460935504,-36.99227999994054,False,True,False,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19012872-3659317,WISEA J190128.73-365932.0,6.731198266716413e+18,0,0,0.0,185805.9-370356,0,R07b,136.0,0,0.0,190128.72-365931.9,95.0,0.0,69.0,0,285.369739,-36.992286,Gaia,"M1,K2-K6","13,16",M1,4.318,0.056,-28.075,0.047,6.584,0.054,2.12,Y,151.029,149.568,152.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.498,0.002,15.865,0.007,13.334,0.005,10.83,0.02,2MASS,9.59,0.02,2MASS,9.0,0.02,2MASS,8.698,0.02,0,8.577,0.02,0,8.467,0.02,0,8.513,0.02,0,8.437,0.02,0,8.722,0.023,0,8.547,0.02,0,8.341,0.028,0,0.0,0.0,false,N,N,N,N,N,0,III,0.5,J-H,,,,,,,,
393,393,True,no,no,no,no,no,no,1.0,,,,,285.37100009446215,-37.03026099991927,False,True,False,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19012901-3701484,WISEA J190129.03-370148.7,6.731197304643739e+18,0,0,0.0,0,0,0,137.0,0,0.0,190129.01-370148.8,94.0,0.0,14.0,0,285.370993,-37.030267,Gaia,"M4,M3.75,M3.5","1,10,13",M4,4.191,0.062,-28.847,0.053,6.505,0.058,2.11,Y,152.505,151.444,154.099,0.0,0.0,0.0,0.0,-0.6,0.06,2.0,-3.799,0.068,-18.528,0.172,-9.691,0.113,14.907,0.002,16.617,0.01,13.6,0.004,11.64,0.02,2MASS,10.96,0.02,2MASS,10.66,0.02,2MASS,10.472,0.02,0,10.344,0.02,0,10.148,0.02,0,10.16,0.02,0,8.707,0.02,0,10.539,0.022,0,10.323,0.02,0,9.762,0.068,0,0.0,0.0,false/off,N,N,Y,N,Y?,0,debris/ev trans,0.11,IR spec,,,,,,,,
394,394,True,no,prominent,prominent,prominent,prominent,prominent,4.0,y,"diffuse,arc","g,r,Ha",which star is correct?,285.3952840921607,-37.01583499950779,False,True,False,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013485-3700565,WISEA J190134.86-370056.8,6.731197235924262e+18,i2,0,676.0,185812.2-370523,1,R06,0.0,1901.4-3700,0.0,190134.84-370056.7,0.0,0.0,70.0,V709 CrA,285.395277,-37.015841,Gaia,"K1V,K1-K4","6,16",K1,5.836,0.018,-28.837,0.015,6.514,0.016,1.04,Y,152.679,152.303,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.693,0.002,11.385,0.009,9.869,0.007,8.67,0.03,2MASS,7.97,0.04,2MASS,7.71,0.02,2MASS,7.71,0.02,0,7.92,0.02,0,7.557,0.02,0,7.528,0.02,0,7.464,0.02,0,7.59,0.031,0,7.551,0.02,0,7.548,0.023,0,0.0,0.0,nodet/ext,N,N,N,N,N,0,III,0.25,J-H,,,,,,,,
395,395,True,faint,visible,visible,visible,visible,visible,4.0,y,diffuse,"g,r,i,Ha",region of nebulosity,285.4017940893077,-36.92755099939767,False,True,False,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013642-3655386,WISEA J190136.44-365539.1,6.731198880896209e+18,0,0,0.0,185814.1-370000,0,0,0.0,0,0.0,0,0.0,20.0,0.0,0,285.401787,-36.927557,Gaia,M7.5,1,M7.5,4.733,0.409,-25.871,0.365,6.546,0.374,1.05,Y,153.651,145.775,164.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.279,0.005,21.323,0.286,17.775,0.028,14.86,0.01,VHS,14.23,0.05,2MASS,13.8,0.01,VHS,13.219,0.02,0,12.904,0.02,0,12.646,0.03,0,12.195,0.04,0,0.0,0.0,nodet/ext,13.501,0.073,0,13.501,0.071,0,0.0,0.0,nodet,0.0,0.0,nodet,Y,Y,0,N,0,0,evol or transitional,0.06,IR spec,,,,,,,,
396,396,True,no,no,no,no,no,no,1.0,,,,,285.4086880758961,-36.437765999281126,False,True,False,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013807-3626155,WISEA J190138.08-362615.6,6.731274785854399e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.408681,-36.437772,Gaia,M4,1,M4,3.585,0.027,-27.034,0.023,6.466,0.026,1.17,Y,153.365,152.712,153.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.681,0.001,16.252,0.007,13.457,0.005,11.71,0.02,2MASS,11.03,0.02,2MASS,10.79,0.02,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,10.721,0.023,0,10.547,0.021,0,10.496,0.114,0,0.0,0.0,nodet,0,0,0,N,N,0,III,0.05,J-H,,,,,,,,
397,397,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,"diffuse, irregu",all,very bright star,285.4122440875149,-36.890827999221045,False,True,False,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013892-3653264,WISEA J190138.97-365327.2,6.731200603178624e+18,p,2.1,0.0,185816.6-365744,0,0,0.0,0,0.0,190139.15-365329.6,0.0,0.0,0.0,0,285.412237,-36.890834,Gaia,"B9V,A0V,A0V","3,19,16",A0,3.929,0.031,-28.501,0.028,6.446,0.03,1.01,Y,154.369,153.767,155.04,0.0,0.0,0.0,0.0,-0.7,2.0,3.0,-3.791,1.905,-18.536,0.09,-9.501,0.613,7.291,0.0,7.36,0.0,7.11,0.001,6.85,0.02,2MASS,6.81,0.03,2MASS,6.69,0.02,2MASS,6.814,0.02,0,6.704,0.02,0,6.557,0.05,0,0.0,0.0,ext,0.0,0.0,ext,5.916,0.085,ext,6.024,0.022,ext,0.0,0.0,ext,0.0,0.0,false/ext,N,0,0,N?,0,0,III?,0.05,J-H,,,,,,,,
398,398,True,no,faint,faint,faint,faint,faint,4.0,y,filament,"g,r,i",,285.4131050904654,-37.00496199920651,False,True,False,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013913-3700173,WISEA J190139.14-370017.7,6.731197613875423e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,[LSM2010] CrA J190139.1-370016.8,285.413098,-37.004968,Gaia,"M6.5,M6.5","1,1",M6.5,4.431,0.545,-26.482,0.498,6.432,0.488,1.23,Y,157.074,145.021,172.282,0.0,0.0,0.0,0.0,-0.51,0.07,2.0,-3.595,0.305,-17.053,1.369,-9.389,0.916,19.612,0.018,21.24,0.18,17.885,0.031,14.21,0.01,VHS,13.04,0.03,2MASS,12.3,0.03,2MASS,11.69,0.02,0,11.466,0.02,0,11.401,0.02,0,11.416,0.02,0,0.0,0.0,nodet,11.875,0.026,0,11.514,0.023,0,0.0,0.0,nodet,0.0,0.0,false/ext,N,N,0,N,0,0,III,0.52,IR spec,,,,,,,,
399,399,True,no,faint,faint,faint,faint,faint,2.0,,,,,285.41400909120443,-37.03554899919124,False,True,False,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013933-3702074,WISEA J190139.34-370207.7,6.731197167204783e+18,o,0,0.0,0,0,0,0.0,0,0.0,190139.34-370207.8,0.0,0.0,71.0,0,285.414002,-37.035555,Gaia,"M0-M2,M2.5","1,1",M2,4.579,0.17,-30.052,0.161,5.936,0.177,3.55,N,167.658,160.968,174.606,0.0,0.0,0.0,0.0,-1.08,0.02,2.0,-4.762,0.132,-21.094,0.668,-11.082,0.401,14.508,0.003,15.478,0.057,13.088,0.019,11.34,0.03,2MASS,10.66,0.03,2MASS,10.37,0.02,2MASS,10.205,0.02,0,10.112,0.02,0,10.012,0.02,0,10.123,0.02,0,0.0,0.0,nodet/ext,10.219,0.022,0,10.083,0.02,0,10.335,0.145,0,0.0,0.0,nodet,N,N,0,N,N,0,III,0.0,J-H,,,,,,,,
